차종,가격,연식,배기량,주행거리,색상,변속기,연료,선루프,LED헤드램프,어댑티드헤드램프,가죽시트,열선시트(앞좌석),통풍시트,후방센서,스마트키,네비게이션(순정),네비게이션(비순정),전손유무,소유자 이전 횟수,침수유무
현대 뉴 카운티  캠핑카 -,"5,980만원",2013.11,"3,933 cc (170마력)","190,555 km",흰색투톤,자동,디젤,0,0,0,1,1,0,1,0,0,0,,,
현대 더 뉴 그랜드스타렉스  2.5 디젤 캠핑카 2WD,"3,580만원",2018.01,"2,497 cc (175마력)","160,000 km",진청색,자동,디젤,0,0,0,1,1,1,1,0,0,1,,,
현대 스타리아  2.2 디젤 라운지 9인승 2WD 인스퍼레이션,"3,280만원",2022.01,"2,199 cc (177마력)","94,830 km",은색,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
르노코리아 SM6  1.5 디젤 LE,"1,180만원",2018.09,"1,461 cc (110마력)","62,950 km",진회색,자동,디젤,1,0,0,1,1,1,1,1,1,0,,,
르노코리아 마스터  2.3 디젤 어린이보호차,"3,880만원",2019.12,"2,299 cc (165마력)","52,490 km",노란색,수동,디젤,0,0,0,0,0,0,1,0,0,1,,,
현대 그랜드스타렉스  캠핑카 -,"2,880만원",2015.05,"2,497 cc (174마력)","154,715 km",회색,자동,디젤,0,0,0,1,0,0,0,0,0,1,,,
현대 뉴 투싼ix  2.0 디젤 2WD 모던,882만원,2013.09,"1,995 cc (184마력)","153,890 km",빨간색,자동,디젤,0,0,0,1,1,1,1,0,1,0,,,
현대 그랜드스타렉스  캠핑카 -,"2,980만원",2015.01,"2,497 cc (174마력)","78,757 km",은색,자동,디젤,0,0,0,1,1,0,0,0,0,1,,,
현대 코나 일렉트릭  2WD 프리미엄,"2,188만원",2019.07,180 cc (204마력),"61,500 km",흰색,자동,전기,0,0,0,1,1,0,1,1,1,0,,,
현대 e-카운티  캠핑카 -,"4,580만원",2012.1,"3,933 cc ()","117,217 km",흰색투톤,수동,디젤,0,0,0,1,0,0,1,0,0,1,,,
현대 포터2  캠핑카 -,"5,880만원",2022.01,"2,497 cc (133마력)","12,256 km",흰색,자동,디젤,0,0,0,1,1,0,1,0,0,1,,,
현대 스타리아  2.2 디젤 캠핑카 -,"4,880만원",2021.06,"2,199 cc (177마력)","77,526 km",흰색투톤,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
현대 쏠라티  캠핑카 -,"6,280만원",2018.06,"2,497 cc (170마력)","139,466 km",검정색,자동,디젤,0,0,0,1,1,0,1,0,1,0,,,
현대 뉴 카운티  캠핑카 -,"6,880만원",2016.09,"3,933 cc (170마력)","113,668 km",흰색투톤,수동,디젤,0,0,0,1,0,0,1,0,0,0,,,
현대 그랜드스타렉스  캠핑카 -,"2,880만원",2014.1,"2,497 cc (174마력)","190,606 km",진회색,자동,디젤,0,0,0,1,1,1,1,0,0,0,,,
기아 카니발 4세대 2.2 디젤 9인승 시그니처,"3,000만원",2020.12,"2,151 cc (202마력)","96,500 km",흰색,자동,디젤,0,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
쉐보레 크루즈 1.6 LT,230만원,2012.04,"1,598 cc (124마력)","167,608 km",기타색상,자동,가솔린,1,0,0,1,1,0,1,0,0,1,,,
GM대우 라보 냉동탑차,450만원,2015.1,796 cc (38마력),"95,670 km",흰색,자동,LPG,0,0,0,0,0,0,0,0,0,0,,,
GM대우 마티즈 크리에이티브 1.0 그루브 스타,190만원,2010.01,995 cc (70마력),"127,473 km",빨간색,자동,가솔린,0,0,0,1,0,0,1,0,0,1,,,
GM대우 마티즈 크리에이티브 1.0  그루브 스타,210만원,2010.08,995 cc (70마력),"99,681 km",은색,자동,가솔린,0,0,0,1,1,0,1,0,0,0,,,
현대 올 뉴 아반떼  1.6 터보 N 라인 스포츠,"1,850만원",2021.02,"1,598 cc (204마력)","60,482 km",진회색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 더 뉴 모하비  3.0 디젤 4WD 프레지던트,"2,650만원",2016.05,"2,959 cc (260마력)","61,947 km",흰색,자동,디젤,1,0,0,1,1,1,1,1,1,0,,,
쉐보레 올 뉴 말리부  1.5 터보 LT 디럭스,950만원,2016.11,"1,490 cc (166마력)","121,335 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,,,
현대 투싼ix  2.0 디젤 2WD LX20 모던,690만원,2013.04,"1,995 cc (184마력)","99,607 km",흰색,자동,디젤,1,0,0,1,1,0,1,1,0,1,,,
현대 아반떼AD  1.6 터보 스포츠 익스트림 셀렉션,"1,290만원",2016.07,"1,591 cc (204마력)","77,323 km",파란색,자동,가솔린,1,0,0,1,1,1,1,1,1,0,,,
기아 스팅어  3.3 터보 GT,"2,450만원",2017.05,"3,342 cc (370마력)","58,856 km",빨간색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
현대 더 뉴 제네시스 쿠페  2.0 터보 S,"1,250만원",2014.07,"1,998 cc (275마력)","157,997 km",빨간색,수동,가솔린,1,0,0,1,1,0,1,1,1,0,,,
현대 제네시스  BH330 프리미엄,750만원,2012.1,"3,342 cc (300마력)","222,911 km",검정색,자동,가솔린,1,0,0,1,1,1,1,1,1,0,,,
기아 스팅어  2.0 터보 플래티넘,"2,390만원",2017.05,"1,998 cc (255마력)","35,797 km",은색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
기아 더 뉴 K9  5.0 퀀텀,"2,150만원",2016.07,"5,038 cc (425마력)","126,699 km",베이지색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 제네시스 DH  G380 AWD 파이니스트 에디션,"1,950만원",2014.02,"3,778 cc (315마력)","145,582 km",검정색,자동,가솔린,1,0,1,1,1,1,1,1,1,0,,,
현대 제네시스 DH  G380 AWD 프레스티지,"2,250만원",2014.02,"3,778 cc (315마력)","104,767 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
기아 올 뉴 카니발  2.2 디젤 9인승 하이리무진 노블레스,"3,150만원",2017.06,"2,199 cc (202마력)","64,676 km",흰색,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
현대 더 뉴 맥스크루즈  2.2 디젤 2WD 익스클루시브,"1,450만원",2017.08,"2,199 cc (202마력)","194,198 km",검정색,자동,디젤,1,0,0,1,1,1,1,1,1,0,,,
제네시스 EQ900  3.8 AWD 프리미엄 럭셔리,"2,590만원",2016.1,"3,778 cc (315마력)","253,430 km",남색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 G70  3.3 터보 AWD 스포츠 프레스티지,"2,850만원",2019.03,"3,342 cc (370마력)","115,495 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 아이오닉5 롱레인지 프레스티지,"3,500만원",2021.1,111 cc (217마력),"73,500 km",흰색,자동,전기,0,1,0,1,1,1,1,1,1,0,,,
현대 포터2 일반캡 초장축 스마트,"1,100만원",2019.08,"2,497 cc ()","107,000 km",흰색,수동,디젤,0,0,0,1,1,0,1,0,0,0,,,
현대 그랜드스타렉스 2.5 디젤 밴 3인승 2WD CVX 디럭스,500만원,2011.04,"2,497 cc (174마력)","306,000 km",진회색,자동,디젤,0,0,0,1,1,0,0,0,0,1,,,
기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,"1,500만원",2015.06,"2,199 cc (202마력)","159,000 km",흰색,자동,디젤,1,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 레이 1.0 밴 고급형,900만원,2019.06,998 cc (78마력),"25,000 km",흰색,자동,가솔린,0,0,0,1,0,0,1,0,0,0,,,
현대 쏘나타 2.0 프리미엄 패밀리,"2,200만원",2021.02,"1,999 cc (160마력)","50,000 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 봉고3 파워게이트 4WD 더블캡,"2,200만원",2022.06,"2,497 cc (126마력)","29,000 km",청색,수동,디젤,0,0,0,1,1,1,1,0,1,0,,,
현대 뉴 에쿠스 4.6 VS460 프레스티지,900만원,2010.1,"4,627 cc (366마력)","228,050 km",흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 7회, 침수분손 : 0 
KG모빌리티 렉스턴 스포츠 칸 2.2 디젤 2WD 5링크 프로페셔널 X,"1,599만원",2019.06,"2,157 cc (181마력)","82,430 km",회색,자동,디젤,0,0,0,1,1,1,1,1,0,0,,,
기아 스포티지 4세대 2.0 디젤 2WD  노블레스,"1,250만원",2015.11,"1,995 cc (186마력)","79,902 km",회색,자동,디젤,0,0,0,1,0,0,1,1,1,1,,,
현대 제네시스 BH380  로얄,670만원,2012.03,"3,778 cc (334마력)","125,708 km",은색,자동,가솔린,1,0,0,1,0,1,1,1,0,0,,,
르노코리아 XM3 1.3 RE 시그니처,"1,520만원",2020.03,"1,332 cc (152마력)","56,075 km",회색,자동,가솔린,0,1,0,1,1,0,1,1,1,0,,,
기아 더 뉴 카렌스 2.0 LPi 프레스티지,890만원,2016.09,"1,999 cc (148마력)","150,268 km",청색,자동,LPG,0,0,0,1,1,1,1,1,1,0,,,
KG모빌리티 렉스턴W 2.0 디젤 2WD  RX7 럭셔리,540만원,2012.11,"1,998 cc (155마력)","148,091 km",흰색,자동,디젤,0,0,0,1,1,0,1,1,0,1,,,
현대 i40 살룬 2.0 모던,599만원,2012.03,"1,999 cc (178마력)","132,814 km",회색,자동,가솔린,0,0,0,1,0,0,1,1,1,0,,,
쉐보레 말리부 2.4  LTZ,599만원,2014.03,"2,384 cc (170마력)","114,844 km",검정색,자동,가솔린,1,0,1,1,0,0,1,1,1,1,,,
현대 i40 2.0 왜건  모던,760만원,2012.01,"1,999 cc (178마력)","144,925 km",회색,자동,가솔린,1,0,0,1,0,0,1,1,0,1,,,
르노코리아 QM5 네오 2.0 가솔린 2WD  RE,590만원,2014.07,"1,998 cc (143마력)","141,856 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,0,1,,,
기아 더 뉴 K7 2.4  프레스티지,690만원,2013.06,"2,359 cc (201마력)","141,487 km",흰색,자동,가솔린,0,0,0,1,0,0,1,1,1,0,,,
기아 뉴 쏘렌토R 2.0 디젤 2WD  리미티드,780만원,2012.1,"1,995 cc (184마력)","156,047 km",검정색,자동,디젤,0,0,0,1,0,1,1,1,1,1,,,
현대 그랜드스타렉스 2.4 LPi 밴 5인승 CVX 럭셔리,850만원,2009.05,"2,359 cc ()","124,844 km",흰색,자동,LPG,0,0,0,1,0,0,0,0,0,1,,,
현대 엑센트  위트 1.6  탑,560만원,2012.08,"1,591 cc (140마력)","85,554 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,,,
쉐보레 캡티바 2.2 디젤 2WD LS,399만원,2011.08,"2,231 cc (184마력)","131,838 km",흰색,자동,디젤,0,0,0,1,0,0,1,0,0,1,,,
기아 올 뉴 카니발 2.2 디젤 9인승  프레스티지,"1,190만원",2015.02,"2,199 cc (202마력)","153,682 km",검정색,자동,디젤,1,0,0,1,0,0,1,1,1,0,,,
기아 뉴 카니발 R 2.2 디젤  GLX,660만원,2011.1,"2,199 cc (197마력)","116,428 km",흰색,자동,디젤,1,0,0,1,1,0,1,0,0,1,,,
기아 더 뉴 쏘렌토 2.2 디젤 2WD  럭셔리,"1,560만원",2017.09,"2,199 cc (202마력)","65,143 km",갈색,자동,디젤,0,0,0,1,0,0,1,0,1,0,,,
쉐보레 아베오 1.6 해치백 LT 최고급형,380만원,2012.1,"1,598 cc (114마력)","53,767 km",회색,자동,가솔린,,,,,,,,,,,,,
쉐보레 더 넥스트 스파크 1.0  에코 LTZ,530만원,2015.09,999 cc (75마력),"96,122 km",은색,자동,가솔린,0,1,0,1,1,0,1,1,1,1,,,
현대 뉴 에쿠스 3.8 VS380 모던,"1,720만원",2014.01,"3,778 cc (334마력)","62,861 km",은색,자동,가솔린,0,0,0,1,1,1,1,1,1,1,,,
현대 싼타페TM 2.0 디젤 2WD 프리미엄,"1,699만원",2018.12,"1,995 cc (186마력)","138,031 km",검정색,자동,디젤,0,0,1,1,1,1,1,1,1,1,,,
현대 맥스크루즈 2.2 디젤 2WD  익스클루시브,"1,090만원",2013.06,"2,199 cc (200마력)","137,321 km",회색,자동,디젤,1,0,0,1,1,1,1,1,1,1,,,
현대 올 뉴 투싼 1.6 디젤 2WD 모던,"1,470만원",2019.12,"1,598 cc (136마력)","111,994 km",흰색,자동,디젤,1,1,1,1,1,1,1,1,1,1,,,
쉐보레 더 뉴 트랙스 1.4 가솔린 LT 코어,970만원,2018.12,"1,362 cc (140마력)","115,231 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,1,1,,,
기아 레이 1.0 럭셔리,630만원,2014.11,998 cc (78마력),"148,872 km",검정색,자동,가솔린,0,0,0,1,0,0,1,1,0,1,,,
현대 캐스퍼 1.0  스마트,"1,360만원",2021.1,998 cc (76마력),"27,151 km",흰색,자동,가솔린,0,0,0,0,0,0,1,1,1,0,,,
현대 그랜저IG 2.2 디젤 프리미엄 스페셜,"1,660만원",2017.09,"2,199 cc (202마력)","120,906 km",진청색,자동,디젤,1,0,0,1,1,1,1,1,1,1,,,
KG모빌리티 코란도 투리스모 2.2 디젤 4WD  TX 9인승,"1,399만원",2018.09,"2,157 cc (178마력)","115,392 km",검정색,자동,디젤,0,1,0,1,1,1,1,1,0,1,,,
KG모빌리티 코란도 스포츠 2.0 디젤 4WD  CX7 패션,680만원,2012.03,"1,998 cc (155마력)","127,220 km",빨간색,자동,디젤,0,1,0,1,1,0,1,0,0,1,,,
기아 올 뉴 쏘울 1.6 프레스티지,990만원,2016.05,"1,591 cc (132마력)","64,214 km",남색,자동,가솔린,0,1,0,1,1,1,1,1,1,1,,,
쉐보레 올란도 2.0 LPGi  LTZ 프리미엄,650만원,2012.04,"1,998 cc (140마력)","122,608 km",검정색,자동,가솔린,1,1,0,1,1,0,1,1,0,1,,,
르노코리아 뉴 SM3 1.6  LE,470만원,2013.1,"1,598 cc (112마력)","58,238 km",흰색,자동,가솔린,0,1,0,1,1,0,1,1,0,1,,,
제네시스 EQ900 3.8 AWD  럭셔리,"1,860만원",2016.02,"3,778 cc (315마력)","164,935 km",검정색,자동,가솔린,1,0,1,1,0,1,1,1,1,0,,,
르노코리아 QM6 2.0 가솔린 2WD RE,"1,460만원",2017.1,"1,997 cc (144마력)","81,419 km",검정투톤,자동,가솔린,0,0,0,1,0,1,1,1,1,1,,,
현대 벨로스터 1.6 터보  스포츠 코어,"1,310만원",2018.1,"1,591 cc (204마력)","81,215 km",회색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
현대 그랜저HG 240 모던,"1,210만원",2015.06,"2,359 cc (190마력)","80,864 km",흰색,자동,가솔린,0,0,0,1,0,0,1,1,1,1,,,
기아 K9 3.3 노블레스 스페셜,990만원,2012.1,"3,342 cc (300마력)","149,567 km",은색,자동,가솔린,0,1,0,1,1,1,1,1,1,1,,,
기아 더 뉴 모하비 3.0 디젤 AWD 프레지던트,"1,880만원",2016.03,"2,959 cc (260마력)","93,239 km",회색,자동,디젤,1,1,1,1,1,1,1,1,1,1,,,
기아 스토닉 1.4 가솔린 프레스티지,"1,450만원",2018.09,"1,368 cc (100마력)","66,607 km",흰색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,,,
현대 아슬란 3.0 G300 모던,"1,020만원",2014.11,"2,999 cc (270마력)","136,076 km",검정색,자동,가솔린,0,0,0,1,0,1,1,1,1,0,,,
KG모빌리티 베리 뉴 티볼리  1.5 가솔린 2WD V3,"1,370만원",2019.1,"1,497 cc (163마력)","17,948 km",회색,자동,가솔린,0,1,0,1,1,1,1,1,1,1,,,
기아 올 뉴 K7 3.3 노블레스,"1,090만원",2016.08,"3,342 cc (290마력)","128,575 km",회색,자동,가솔린,0,0,0,1,0,1,0,1,1,0,,,
현대 더 뉴 제네시스 쿠페 2.0 터보  S,840만원,2011.12,"1,998 cc (275마력)","87,867 km",회색,자동,가솔린,0,0,0,1,0,0,1,1,1,0,,,
기아 올 뉴 모닝 1.0  럭셔리,669만원,2017.04,998 cc (),"69,723 km",진주색,자동,가솔린,0,0,0,1,1,0,1,1,0,1,,,
현대 더 뉴 아반떼 1.6  모던,790만원,2014.09,"1,591 cc (140마력)","90,021 km",흰색,자동,가솔린,1,0,0,1,1,0,1,1,0,1,,,
쉐보레 크루즈 2.0 디젤 5도어  LTZ 플러스,450만원,2013.11,"1,998 cc (163마력)","96,357 km",회색,자동,디젤,0,0,0,1,1,0,1,1,0,1,,,
현대 베뉴 1.6 플럭스,"1,299만원",2019.1,"1,598 cc (123마력)","87,762 km",회색,자동,가솔린,1,1,1,1,1,0,1,1,1,1,,,
현대 뉴 투싼ix 2.0 디젤 2WD  모던,720만원,2013.08,"1,995 cc (184마력)","149,032 km",은색,자동,디젤,0,1,0,1,1,1,1,1,1,1,,,
현대 뉴 i30 1.6  익스트림,599만원,2012.02,"1,591 cc (140마력)","138,561 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,1,1,,,
기아 K5 2세대 2.0  SX 디럭스,"1,180만원",2015.08,"1,999 cc (168마력)","30,278 km",회색,자동,가솔린,0,1,0,1,1,0,1,0,0,1,,,
르노삼성 SM7 뉴 아트 2.3 프레스티지,230만원,2009.09,"2,349 cc (170마력)","190,000 km",검정색,자동,가솔린,,,,,,,,,,,전손: 0 , 3회, 침수분손 : 0 
제네시스 더 올 뉴 G80 2.5 터보,"4,660만원",2022.04,"2,497 cc (304마력)","27,797 km",검정색,자동,가솔린,,,,,,,,,,,,,
제네시스 GV80 3.0 디젤 AWD  5인승,"4,050만원",2020.02,"2,996 cc (278마력)","106,854 km",검정색,자동,디젤,,,,,,,,,,,,,
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스,"2,320만원",2016.02,"2,199 cc (202마력)","108,824 km",흰색,자동,디젤,,,,,,,,,,,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"4,290만원",2021.06,"2,497 cc (304마력)","82,880 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"4,250만원",2021.01,"2,497 cc (304마력)","43,994 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
쉐보레 더 넥스트 스파크 1.0 LT,570만원,2016.08,999 cc (),"78,028 km",흰색,자동,가솔린,0,0,0,0,0,0,1,0,0,0,,,
현대 더 뉴 그랜저 2.5  프리미엄,"2,190만원",2020.05,"2,497 cc (198마력)","91,759 km",검정색,자동,가솔린,,,,,,,,,,,,,
기아 더 K9 3.3 AWD,"3,390만원",2018.08,"3,342 cc (282마력)","79,304 km",검정색,자동,가솔린,,,,,,,,,,,,,
기아 더 K9 3.3 터보 AWD  마스터즈Ⅲ,"3,600만원",2018.07,"3,342 cc (370마력)","53,978 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 5인승,"4,870만원",2021.03,"2,996 cc (278마력)","48,128 km",검정색,자동,디젤,,,,,,,,,,,,,
현대 더 뉴 그랜저 2.5 프리미엄,"2,650만원",2020.03,"2,497 cc (198마력)","27,751 km",흰색,자동,가솔린,,,,,,,,,,,,,
현대 팰리세이드 2.2 디젤 2WD 익스클루시브,"2,599만원",2019.1,"2,199 cc (202마력)","82,411 km",흰색,자동,디젤,,,,,,,,,,,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,650만원",2020.05,"2,497 cc (304마력)","53,506 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 2.5 터보 AWD  5인승,"4,980만원",2020.08,"2,497 cc (304마력)","37,114 km",회색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
기아 모하비 더 마스터 3.0 디젤 4WD 5인승 플래티넘,"3,070만원",2019.11,"2,959 cc (260마력)","93,030 km",흰색,자동,디젤,1,1,0,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,350만원",2020.05,"2,497 cc (304마력)","50,290 km",회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
기아 K8 하이브리드 1.6 터보 HEV  노블레스,"3,390만원",2021.07,"1,598 cc (230마력)","22,247 km",검정색,자동,가솔린 하이브리드,,,,,,,,,,,,,
기아 카니발 4세대 2.2 디젤 9인승 프레스티지,"2,680만원",2021.05,"2,151 cc (202마력)","75,961 km",흰색,자동,디젤,,,,,,,,,,,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"3,499만원",2020.1,"2,497 cc (304마력)","102,859 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
기아 카니발 4세대 2.2 디젤 9인승 프레스티지,"2,599만원",2020.1,"2,151 cc (202마력)","90,705 km",흰색,자동,디젤,,,,,,,,,,,,,
제네시스 EQ900 3.3 터보 AWD  프레스티지,"4,199만원",2016.02,"3,342 cc (370마력)","99,270 km",흰색,자동,가솔린,1,1,1,1,0,1,1,1,1,0,,,
현대 더 뉴 그랜저 2.5  프리미엄 초이스,"2,620만원",2020.05,"2,497 cc (198마력)","34,048 km",검정색,자동,가솔린,,,,,,,,,,,,,
제네시스 GV70 2.2 디젤 AWD  스포츠,"4,990만원",2021.07,"2,151 cc (210마력)","48,318 km",흰색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
제네시스 GV70 2.5 터보 스포츠,"5,050만원",2021.08,"2,497 cc (304마력)","25,752 km",흰색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"4,490만원",2020.06,"2,497 cc (304마력)","28,445 km",회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
르노코리아 QM6 2.0 디젤 4WD  RE 시그니처,"1,930만원",2018.07,"1,995 cc (177마력)","31,691 km",검정색,자동,디젤,1,1,0,1,0,1,1,1,0,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"3,400만원",2020.05,"2,497 cc (304마력)","114,926 km",회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,090만원",2020.08,"2,497 cc (304마력)","67,539 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,790만원",2021.02,"2,497 cc (304마력)","43,000 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,790만원",2021.02,"2,497 cc (304마력)","26,868 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 AWD  5인승,"4,199만원",2020.09,"2,996 cc (278마력)","123,591 km",검정색,자동,디젤,,,,,,,,,,,,,
제네시스 GV80 3.0 디젤 AWD  7인승,"5,090만원",2020.02,"2,996 cc (278마력)","93,907 km",회색,자동,디젤,,,,,,,,,,,,,
제네시스 GV70 2.2 디젤 AWD,"4,150만원",2021.02,"2,151 cc (210마력)","78,373 km",흰색,자동,디젤,1,1,0,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.2 디젤,"3,430만원",2020.1,"2,497 cc (210마력)","75,539 km",진청색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"3,930만원",2020.12,"2,497 cc (304마력)","88,494 km",회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"3,990만원",2020.09,"2,497 cc (304마력)","79,601 km",진청색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 AWD  5인승,"4,600만원",2020.02,"2,996 cc (278마력)","82,535 km",흰색,자동,디젤,,,,,,,,,,,,,
제네시스 GV70 2.5 터보 AWD,"4,790만원",2022.01,"2,151 cc (304마력)","58,450 km",검정색,자동,디젤,,,,,,,,,,,,,
현대 더 뉴 그랜저 2.5  르블랑,"2,930만원",2021.11,"2,497 cc (198마력)","59,865 km",검정색,자동,가솔린,,,,,,,,,,,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,"3,850만원",2020.12,"2,497 cc (304마력)","110,985 km",회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80 2.5 터보,"4,399만원",2022.01,"2,497 cc (304마력)","20,234 km",검정색,자동,가솔린,,,,,,,,,,,,,
현대 더 뉴 그랜저 3.0 LPi 익스클루시브,"2,750만원",2020.02,"2,999 cc (235마력)","121,128 km",흰색,자동,LPG,0,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 스포티지 4세대 2.0 디젤 4WD 프레스티지,"1,200만원",2015.12,"1,995 cc (186마력)","119,625 km",기타색상,자동,디젤,1,0,0,1,0,0,1,1,0,0,전손: 0 , 2회, 침수분손 : 0 
기아 더 뉴 스포티지R 2.0 디젤 2WD 노블레스,900만원,2014.01,"1,995 cc (184마력)","125,000 km",흰색,자동,디젤,1,0,0,1,1,1,1,1,1,0,전손: 0 , 6회, 침수분손 : 0 
현대 아반떼AD 1.6 밸류 플러스,"1,200만원",2018.08,"1,591 cc (132마력)","62,800 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,0,0,전손: 0 , 0회, 침수분손 : 0 
쉐보레 스파크 1.0 LS,490만원,2012.05,995 cc (70마력),"49,000 km",진회색,자동,가솔린,0,0,0,1,1,0,1,0,0,1,전손: 0 , 5회, 침수분손 : 0 
현대 그랜드스타렉스 캠핑카,"2,990만원",2012.07,"2,497 cc (174마력)","70,000 km",은색투톤,자동,디젤,0,0,0,1,1,0,0,1,1,0,전손: 0 , 4회, 침수분손 : 0 
GM대우 FX 116 하모니,"2,700만원",2015.09,"8,900 cc ()","82,000 km",흰색투톤,수동,디젤,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV80 2.5 터보 AWD 5인승,,2023.04,"2,497 cc (304마력)",50 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 카니발 4세대 3.5 가솔린 9인승 하이리무진 시그니처,,2023.07,"2,151 cc (294마력)",50 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
